,Name,Coordinates,Longitude,Latitude
702,,"-8.741943847,30.6230532,0",-8.741943847,30.6230532
703,IMANARANE,"-8.659952537,30.82485445,0",-8.659952537,30.82485445
704,TANZAD,"-8.419633185,30.83400016,0",-8.419633185,30.83400016
705,ANAMER,"-8.102381148,30.85718057,0",-8.102381148,30.85718057
706,TAMSOULT IGHANJAWN,"-8.12703651,30.85878245,0",-8.12703651,30.85878245
707,AIT HSAYN,"-8.113776027,30.86449161,0",-8.113776027,30.86449161
708,TALMAKANTE,"-8.933805569,30.85050119,0",-8.933805569,30.85050119
709,TILMASLANE,"-8.139416153,30.86230833,0",-8.139416153,30.86230833
710,TARGA OU FELLA,"-8.634547523,30.93168171,0",-8.634547523,30.93168171
711,TIFRITE,"-8.969451742,31.00932107,0",-8.969451742,31.00932107
712,,"-8.416444776,30.84957394,0",-8.416444776,30.84957394
713,ASSARAR,"-7.770901101,31.00749756,0",-7.770901101,31.00749756
714,IGHALMISS,"-8.829926796,30.94519718,0",-8.829926796,30.94519718
715,TAGADIRTE,"-8.419561799,31.13148395,0",-8.419561799,31.13148395
716,TIZGHOUINE,"-7.852474901,30.93661435,0",-7.852474901,30.93661435
717,IMI NMOUMENE,"-7.853583926,30.94773809,0",-7.853583926,30.94773809
718,TOUGALKHIR,"-8.554100938,30.83842235,0",-8.554100938,30.83842235
719,ASSAISS ADBDI,"-8.481828081,30.83761659,0",-8.481828081,30.83761659
720,IGOUZOULNE,"-8.143579382,30.86376509,0",-8.143579382,30.86376509
721,AIT NACER,"-8.656399447,30.75956176,0",-8.656399447,30.75956176
722,AMGDOUL,"-8.280794134,30.85863548,0",-8.280794134,30.85863548
723,TIZIRT HAGUIRA,"-8.306771462,30.81751204,0",-8.306771462,30.81751204
724,AIT WALLALE,"-7.873926364,30.83714508,0",-7.873926364,30.83714508
725,AGARDE NOUGADIR,"-7.896592942,30.84467775,0",-7.896592942,30.84467775
726,IMZILNE,"-7.879156848,30.8578324,0",-7.879156848,30.8578324
727,ANMID,"-7.807872151,30.9512982,0",-7.807872151,30.9512982
728,TIZI OUNRARE,"-8.10559323,30.85797449,0",-8.10559323,30.85797449
729,TAZOUDOUTE,"-8.661550742,30.81156206,0",-8.661550742,30.81156206
730,ZAOUIAT IMI MADGHAR,"-8.770221337,30.62296989,0",-8.770221337,30.62296989
731,MARKAZ TAFINGOULT,"-8.383612557,30.76319796,0",-8.383612557,30.76319796
732,IMGHIR,"-8.701598468,30.82937031,0",-8.701598468,30.82937031
733,AGUERD,"-8.426100227,30.8043926,0",-8.426100227,30.8043926
734,ADAD,"-7.764506056,31.03065496,0",-7.764506056,31.03065496
735,AMATITRE,"-8.618177346,30.80840455,0",-8.618177346,30.80840455
736,TASDOUTE,"-8.60699504,30.84209064,0",-8.60699504,30.84209064
737,KORMATE,"-8.853300921,30.86083426,0",-8.853300921,30.86083426
738,AMDROUSS,"-8.850931966,30.86306335,0",-8.850931966,30.86306335
739,AIT MZIL,"-7.7193207,30.63162798,0",-7.7193207,30.63162798
740,TASQUINTE,"-8.844482254,30.74786,0",-8.844482254,30.74786
741,IKHOUDAMNE,"-8.695035134,30.78825907,0",-8.695035134,30.78825907
742,MELLIZ,"-8.780013217,30.75435329,0",-8.780013217,30.75435329
743,TISSOHITE,"-8.984206179,31.0117157,0",-8.984206179,31.0117157
744,AGNI,"-8.928461469,30.9905847,0",-8.928461469,30.9905847
745,ANAMRA,"-8.929983645,30.99920795,0",-8.929983645,30.99920795
746,TADDARINE,"-7.897203761,30.86029264,0",-7.897203761,30.86029264
747,IGUIDI,"-7.901965217,30.83679358,0",-7.901965217,30.83679358
748,ARGUE,"-8.446003727,31.11383186,0",-8.446003727,31.11383186
749,TALMODAATE,"-8.686291987,30.99608889,0",-8.686291987,30.99608889
750,ZAOUIAT SIDI ALI OU FAR,"-7.805399316,31.27233976,0",-7.805399316,31.27233976
751,TINZAROUINE,"-8.277289854,31.07998221,0",-8.277289854,31.07998221
752,AIT DAOUD,"-8.377107784,31.10567172,0",-8.377107784,31.10567172
753,TICHAKJI,"-8.620661487,30.85536455,0",-8.620661487,30.85536455
754,TAZAGUATA,"-8.288437698,31.06067135,0",-8.288437698,31.06067135
755,ISGANE,"-8.011622823,31.25946714,0",-8.011622823,31.25946714
756,EL MAKHZENE,"-8.100998648,30.96333928,0",-8.100998648,30.96333928
757,TAMALOUTE,"-8.273912635,31.07857906,0",-8.273912635,31.07857906
758,IGHAZ,"-8.496555631,31.13572248,0",-8.496555631,31.13572248
759,TIDARGUINE,"-8.488820617,31.12684783,0",-8.488820617,31.12684783
760,TAZELLOUMT,"-8.599616573,30.80801347,0",-8.599616573,30.80801347
761,TAZLIDA,"-8.554778663,30.81809384,0",-8.554778663,30.81809384
762,LAMDINATE,"-8.370053336,31.10758472,0",-8.370053336,31.10758472
763,ANAMROU,"-8.348844087,31.09716621,0",-8.348844087,31.09716621
764,BOUY SSOUFA,"-8.93053512,31.03158033,0",-8.93053512,31.03158033
765,WAWOURST,"-8.970785881,31.03656446,0",-8.970785881,31.03656446
766,TAMJLOUJTE,"-8.800104991,30.87275975,0",-8.800104991,30.87275975
767,AMESKERDAD,"-8.815944122,31.0619515,0",-8.815944122,31.0619515
768,ZAOUIAT ASSATIF,"-8.65277217,31.00216805,0",-8.65277217,31.00216805
769,TADDARTE,"-8.677518502,31.11511545,0",-8.677518502,31.11511545
770,MIAL,"-7.760509629,30.77810512,0",-7.760509629,30.77810512
771,ASAYSSE,"-8.493440138,31.14993005,0",-8.493440138,31.14993005
772,TALAT NYASSINE,"-8.171714515,30.98098712,0",-8.171714515,30.98098712
773,TIMSALE,"-8.273288069,30.93001636,0",-8.273288069,30.93001636
774,AMALOU,"-7.716771226,30.67367429,0",-7.716771226,30.67367429
775,,"-8.541077105,30.71560193,0",-8.541077105,30.71560193
776,TIFERKI,"-8.612519038,30.7517269,0",-8.612519038,30.7517269
777,ZAOUIAT IHCHACH,"-8.525314557,30.68335589,0",-8.525314557,30.68335589
778,ASSAGHMOU,"-6.554517641,31.32738576,0",-6.554517641,31.32738576
779,OUKHRIBNE,"-8.258969788,31.00815331,0",-8.258969788,31.00815331
780,IGNANE,"-7.80811385,31.24283792,0",-7.80811385,31.24283792
781,OURZDDINE,"-8.273201503,30.99556156,0",-8.273201503,30.99556156
782,TIGARTE,"-8.320412858,30.99328775,0",-8.320412858,30.99328775
783,TIMIZAR,"-8.259279529,30.99419337,0",-8.259279529,30.99419337
784,ARKTE,"-8.133489792,31.02687825,0",-8.133489792,31.02687825
785,TIZGUINE,"-8.949837525,30.88842182,0",-8.949837525,30.88842182
786,TYLNIF,"-7.414893163,31.37296089,0",-7.414893163,31.37296089
787,ADOUZE,"-8.637555948,31.11373766,0",-8.637555948,31.11373766
788,TAWLOUST,"-8.819198953,30.74919171,0",-8.819198953,30.74919171
789,TAJACHT,"-8.774230777,30.72850374,0",-8.774230777,30.72850374
790,TAKATERTE,"-7.844741914,31.02083782,0",-7.844741914,31.02083782
791,TIKHTE,"-8.431537401,31.14360073,0",-8.431537401,31.14360073
792,TIGHOULA,"-8.427949635,31.13879617,0",-8.427949635,31.13879617
793,IMHIL,"-7.864641545,31.02173327,0",-7.864641545,31.02173327
794,ANKOUTOUFE,"-8.809328293,30.91474832,0",-8.809328293,30.91474832
795,IZAGAGHANE,"-7.75960686,31.19223723,0",-7.75960686,31.19223723
796,ANAMMAR,"-7.303789269,31.36330597,0",-7.303789269,31.36330597
797,TIRKHTE,"-8.35746037,30.98977207,0",-8.35746037,30.98977207
798,SRANINE,"-8.536308581,30.63315591,0",-8.536308581,30.63315591
799,WANDGHICH,"-8.953462921,31.02599734,0",-8.953462921,31.02599734
800,AGROUTANE,"-8.86417695,31.09525689,0",-8.86417695,31.09525689
801,IKKISS,"-8.71028431,30.8973328,0",-8.71028431,30.8973328
802,AGADIR OU MLIL,"-8.151401359,31.00063347,0",-8.151401359,31.00063347
803,TOUKHRIBINE,"-8.167756571,30.9707511,0",-8.167756571,30.9707511
804,GOUGTEN,"-8.248029848,30.94512466,0",-8.248029848,30.94512466
805,YOUSSRANE,"-8.884531698,30.69497624,0",-8.884531698,30.69497624
806,MEGDEL,"-8.759819518,30.78440965,0",-8.759819518,30.78440965
807,AL KHOMS,"-8.754458156,30.75938586,0",-8.754458156,30.75938586
808,TAMATERT,"-7.709870278,31.20008437,0",-7.709870278,31.20008437
809,OURTI OUMGHAR,"-8.790983736,30.7711374,0",-8.790983736,30.7711374
810,TANAZZATE,"-8.290354708,30.89885586,0",-8.290354708,30.89885586
811,AIT MAKRAZE,"-8.280156551,30.91613547,0",-8.280156551,30.91613547
812,AIT WAGARYANE,"-8.648206071,31.11369262,0",-8.648206071,31.11369262
813,ZAOUIAT AMERNE,"-8.736339639,31.07405942,0",-8.736339639,31.07405942
814,TANSMAGHTE,"-8.69003216,31.01436756,0",-8.69003216,31.01436756
815,TASSALLI,"-8.699419464,30.98061639,0",-8.699419464,30.98061639
816,AFRA,"-7.419398588,31.34015623,0",-7.419398588,31.34015623
817,TAMASSITE,"-7.975660506,31.24008525,0",-7.975660506,31.24008525
818,AMCHOUDE,"-8.911464013,30.89006253,0",-8.911464013,30.89006253
819,TATOULA,"-7.298149064,31.358533,0",-7.298149064,31.358533
820,IAABASSENE,"-7.780559024,31.18278206,0",-7.780559024,31.18278206
821,GWAMANE,"-7.831026862,31.25628017,0",-7.831026862,31.25628017
822,TAMDGHOUSTE,"-8.955508146,30.94177924,0",-8.955508146,30.94177924
823,AMSKRAJANE,"-8.302834653,30.98124669,0",-8.302834653,30.98124669
824,ZAOUIT SIDI LAHCEN,"-8.6773466,30.93647782,0",-8.6773466,30.93647782
825,IZAMRANE,"-7.686748493,31.3882663,0",-7.686748493,31.3882663
826,AREG,"-8.874270209,31.04914822,0",-8.874270209,31.04914822
827,TAWRIRTE,"-8.190862909,31.06739224,0",-8.190862909,31.06739224
828,AIT HARBE,"-7.986265145,31.1446148,0",-7.986265145,31.1446148
829,AGNI,"-8.07070321,31.16970488,0",-8.07070321,31.16970488
830,ZAOUIAT TAMAROUTE,"-8.886735068,31.03479086,0",-8.886735068,31.03479086
831,ARBAN TAMTARGUA,"-8.194105037,30.87995967,0",-8.194105037,30.87995967
832,ASSGHMAR AIT OUGROURE,"-6.813248106,31.23215164,0",-6.813248106,31.23215164
833,TIGROOUTE,"-7.884910108,30.89736519,0",-7.884910108,30.89736519
834,AIT ZOUIL,"-6.429111551,31.38072652,0",-6.429111551,31.38072652
835,IMIN-TISLIT,"-8.075694949,30.88709176,0",-8.075694949,30.88709176
836,AIT ALI OU AISSA,"-6.591261421,31.22107668,0",-6.591261421,31.22107668
837,DERB WIRGANE,"-8.080224319,31.17469106,0",-8.080224319,31.17469106
838,TIZI MLIL,"-8.180858442,31.10129147,0",-8.180858442,31.10129147
839,TIGARSALTE,"-8.212775992,31.0979576,0",-8.212775992,31.0979576
840,WAWGMOUTE,"-7.984176193,31.1457902,0",-7.984176193,31.1457902
841,AIT HDINE,"-7.867851489,30.83702575,0",-7.867851489,30.83702575
842,TAGADIRTE,"-8.950700562,30.91411879,0",-8.950700562,30.91411879
843,TAZA TOURTE,"-8.13447132,31.20521796,0",-8.13447132,31.20521796
844,TINZZIMINE,"-8.467324628,31.0530976,0",-8.467324628,31.0530976
845,LMATMOUR,"-8.390498857,30.75326095,0",-8.390498857,30.75326095
846,ZAOUIAT LALLA RKIA,"-8.513915518,30.78140989,0",-8.513915518,30.78140989
847,ZAOUIAT SIDI IGUERBZIZ,"-8.475913343,30.77035253,0",-8.475913343,30.77035253
848,IGHEL MELLEN,"-8.652247446,30.93585199,0",-8.652247446,30.93585199
849,TAJAGALTE,"-8.85538881,31.06077075,0",-8.85538881,31.06077075
850,ISFIL,"-7.688631339,31.39775559,0",-7.688631339,31.39775559
851,AMASLANE,"-8.963107998,30.91039837,0",-8.963107998,30.91039837
852,TADARNOUTE,"-8.790964456,30.76257859,0",-8.790964456,30.76257859
853,TAGOUYAMTE,"-7.576074986,30.60987289,0",-7.576074986,30.60987289
854,TIGUIRTE,"-6.944282307,31.28503098,0",-6.944282307,31.28503098
855,BOUMARDOULE,"-5.858187178,31.61243525,0",-5.858187178,31.61243525
856,TABOUTABT,"-8.379109978,30.75999037,0",-8.379109978,30.75999037
857,ANAMMER,"-8.195128846,31.06945857,0",-8.195128846,31.06945857
858,AGUENZANE,"-8.888088818,30.69277203,0",-8.888088818,30.69277203
859,LAARAB,"-7.986319002,31.25439836,0",-7.986319002,31.25439836
860,TARGA,"-8.132978378,31.03451084,0",-8.132978378,31.03451084
861,TINOUALINE,"-8.681152772,31.08717565,0",-8.681152772,31.08717565
862,AZARZOU,"-8.475234392,31.00612302,0",-8.475234392,31.00612302
863,AGOUMMADANE,"-8.880184418,30.67293264,0",-8.880184418,30.67293264
864,AGARZRA,"-8.476857931,31.05668181,0",-8.476857931,31.05668181
865,SIDI ALI OUBRAHIM,"-8.24483031,30.80132808,0",-8.24483031,30.80132808
866,TALAT N-DARAMMANE,"-8.117978414,30.8582559,0",-8.117978414,30.8582559
867,TAMAROUT,"-8.219481271,30.89562217,0",-8.219481271,30.89562217
868,TOUKARINE,"-7.708805774,30.63100918,0",-7.708805774,30.63100918
869,ZAOUIAT SIDI MOUSSA,"-8.145254122,30.87754303,0",-8.145254122,30.87754303
870,IGARWATE,"-8.525550188,31.07463073,0",-8.525550188,31.07463073
871,OUZALA,"-8.576441639,30.62705583,0",-8.576441639,30.62705583
872,FOUMAZIR,"-8.815609366,31.07662729,0",-8.815609366,31.07662729
873,TOGL KHIR,"-8.789411741,31.05472785,0",-8.789411741,31.05472785
874,AMDRASS,"-6.485717415,31.44878533,0",-6.485717415,31.44878533
875,AGLI,"-8.190465955,30.84926417,0",-8.190465955,30.84926417
876,ZAOUIAT SITTI FADMA,"-7.693840988,31.21947232,0",-7.693840988,31.21947232
877,AIT SLIMANE,"-7.50548827,31.3807069,0",-7.50548827,31.3807069
878,AIT ACHA,"-7.584006568,31.37454198,0",-7.584006568,31.37454198
879,IGHREM,"-8.101674906,30.88205935,0",-8.101674906,30.88205935
880,MENZANIT,"-8.618412974,30.84627884,0",-8.618412974,30.84627884
881,ADEQUI,"-8.616249969,30.82670154,0",-8.616249969,30.82670154
882,ZAOUIAT EL MADAADANE,"-8.621882743,30.77091309,0",-8.621882743,30.77091309
883,TISSALDAY,"-7.851362322,31.06084514,0",-7.851362322,31.06084514
884,AIT SOUAL,"-6.454567075,31.36680908,0",-6.454567075,31.36680908
885,TIGUEMI IGRANE,"-7.762212184,31.02267351,0",-7.762212184,31.02267351
886,ANSSA,"-7.485359387,31.27525189,0",-7.485359387,31.27525189
887,TANAMARTE,"-8.494792221,31.03047121,0",-8.494792221,31.03047121
888,TALATTANE,"-7.718772196,30.81963384,0",-7.718772196,30.81963384
889,TAOURMATE,"-8.903859912,30.72127631,0",-8.903859912,30.72127631
890,,"-7.519539921,31.2935098,0",-7.519539921,31.2935098
891,HLAWTE,"-7.603923948,31.35347425,0",-7.603923948,31.35347425
892,TINGLIANE,"-8.351696805,30.82561319,0",-8.351696805,30.82561319
893,TIZGUI  OU FELLA,"-8.958751704,30.97486651,0",-8.958751704,30.97486651
894,AIT JEDDI,"-8.536661824,30.6703099,0",-8.536661824,30.6703099
895,AMSSOULE,"-6.686187887,31.2450304,0",-6.686187887,31.2450304
896,IMERGUENEG,"-8.26587853,30.81601745,0",-8.26587853,30.81601745
897,TIGUICHT,"-8.135905166,30.8785214,0",-8.135905166,30.8785214
898,TALAT NBITALJANE,"-8.666198726,30.79566199,0",-8.666198726,30.79566199
899,TAHANDOURT,"-8.524166275,30.74387147,0",-8.524166275,30.74387147
900,TILEKANT,"-8.512711186,30.75985941,0",-8.512711186,30.75985941
901,,"-7.781446674,31.00363835,0",-7.781446674,31.00363835
902,TALAT NAAMRANE,"-7.768774735,31.03089624,0",-7.768774735,31.03089624
903,FERMAT CHRAIRE DE TAOUFIKIMED,"-8.46020514,30.66274081,0",-8.46020514,30.66274081
904,TAMALLA,"-8.63724801,30.65614635,0",-8.63724801,30.65614635
905,TALADDAMTE,"-8.554330347,31.0541071,0",-8.554330347,31.0541071
906,KSAR AIT ISFOULE,"-5.850854651,31.67284892,0",-5.850854651,31.67284892
907,TAMASKA,"-8.878090139,30.66814077,0",-8.878090139,30.66814077
908,TAGHZIRTE,"-7.555827769,31.2555692,0",-7.555827769,31.2555692
909,MENDOU,"-7.806619395,30.7868168,0",-7.806619395,30.7868168
910,TIZARATINE,"-8.596855958,30.80177322,0",-8.596855958,30.80177322
911,AGHFERGA,"-8.572274303,30.86117126,0",-8.572274303,30.86117126
912,TIZNIRINE,"-8.58579006,30.75093771,0",-8.58579006,30.75093771
913,EL MAKHZEN,"-8.555496871,30.71991553,0",-8.555496871,30.71991553
914,IMZILNE,"-6.579369782,31.27812549,0",-6.579369782,31.27812549
915,TAMSSOULTE,"-6.672768549,31.26438508,0",-6.672768549,31.26438508
916,TILMI,"-5.77179039,31.81856482,0",-5.77179039,31.81856482
917,MATOUS,"-7.599848724,31.36684253,0",-7.599848724,31.36684253
918,ASNI CENTRE,"-7.980755801,31.25007002,0",-7.980755801,31.25007002
919,IDSIAR,"-8.089226552,31.02322412,0",-8.089226552,31.02322412
920,ASSELIOUME,"-7.67577861,31.38398932,0",-7.67577861,31.38398932
921,TAGNIT,"-8.94369314,30.68290876,0",-8.94369314,30.68290876
922,IGOURDANE,"-7.801084561,30.87970597,0",-7.801084561,30.87970597
923,TICHKI,"-7.791062174,30.87080582,0",-7.791062174,30.87080582
924,AMARCHIH,"-8.651823257,30.80840589,0",-8.651823257,30.80840589
925,TISSOUGANE,"-8.673052116,30.77466949,0",-8.673052116,30.77466949
926,ZAOUIAT TAFILALT,"-8.674181438,30.74797879,0",-8.674181438,30.74797879
927,,"-7.140587326,31.09715261,0",-7.140587326,31.09715261
928,IHNACHE,"-7.586250868,31.38250184,0",-7.586250868,31.38250184
929,ANABDOUR,"-8.912298888,30.69404523,0",-8.912298888,30.69404523
930,IRKOUNT,"-8.362578059,30.82823295,0",-8.362578059,30.82823295
931,ZWALIL,"-8.418494985,31.12394625,0",-8.418494985,31.12394625
932,IZARRANE,"-8.279254207,30.97932378,0",-8.279254207,30.97932378
933,OUTAKHERRI,"-8.155777662,31.01394514,0",-8.155777662,31.01394514
934,TAGADIRTE,"-7.823274222,30.82045176,0",-7.823274222,30.82045176
935,AIT MELLOUL,"-7.793886445,30.79541048,0",-7.793886445,30.79541048
936,TASQUA IGRANE,"-8.810319553,30.75324889,0",-8.810319553,30.75324889
937,TIGHZANILA,"-7.124141772,31.30770252,0",-7.124141772,31.30770252
938,TIMMOUNTOUTE,"-7.255598675,31.20737343,0",-7.255598675,31.20737343
939,AGUERR ZRANE,"-7.840354035,31.02236922,0",-7.840354035,31.02236922
940,ALMKAL,"-7.82166775,30.99072047,0",-7.82166775,30.99072047
941,AIT ATTOU OU MOUSSA,"-5.742045883,31.86359902,0",-5.742045883,31.86359902
942,AIT BOULEMANE,"-5.814804192,31.74970059,0",-5.814804192,31.74970059
943,IHOUKARNE,"-7.646094698,30.53179514,0",-7.646094698,30.53179514
944,IFRKHANE,"-6.591948022,31.25473752,0",-6.591948022,31.25473752
945,TAMANNOUT NIZDDAR,"-7.618267876,30.59075751,0",-7.618267876,30.59075751
946,TIZGUI NOUHAKKI,"-7.779149851,30.8132668,0",-7.779149851,30.8132668
947,ISSOUMARE,"-6.127917228,31.4596125,0",-6.127917228,31.4596125
948,ASSISF OU GADIR,"-8.857832353,30.75314274,0",-8.857832353,30.75314274
949,AGOUNSA,"-8.855047137,30.76411796,0",-8.855047137,30.76411796
950,AMSSAKROU,"-7.900695779,31.17074254,0",-7.900695779,31.17074254
951,AGHRI,"-8.43099275,30.84948974,0",-8.43099275,30.84948974
952,ARG,"-7.697229034,30.63413331,0",-7.697229034,30.63413331
953,,"-7.729688968,31.37858506,0",-7.729688968,31.37858506
954,ACHAHHOUDE,"-7.133585846,31.14976153,0",-7.133585846,31.14976153
955,TOUAZA,"-6.275683798,31.40965128,0",-6.275683798,31.40965128
956,ASSENDOU,"-6.521875046,31.39521531,0",-6.521875046,31.39521531
957,TAZOULTE,"-7.505035591,30.63401289,0",-7.505035591,30.63401289
958,TLATE NASSE,"-8.127224921,31.09029758,0",-8.127224921,31.09029758
959,IGHREM,"-8.09890851,31.01712851,0",-8.09890851,31.01712851
960,IFASFASS,"-8.45566095,30.76200132,0",-8.45566095,30.76200132
961,OUAGJDITE,"-7.846447107,31.32695421,0",-7.846447107,31.32695421
962,AGOUNI,"-8.574529235,30.63227347,0",-8.574529235,30.63227347
963,AMZILE-FOUKANI,"-6.224681235,31.42209392,0",-6.224681235,31.42209392
964,ATOUGHA,"-7.655217859,30.63190551,0",-7.655217859,30.63190551
965,TAM GUISTE,"-7.867464688,31.15505329,0",-7.867464688,31.15505329
966,IGHIL,"-7.844734288,30.77309417,0",-7.844734288,30.77309417
967,,"-8.731264355,30.66396782,0",-8.731264355,30.66396782
968,AMZAOUROU,"-8.794264451,30.66998642,0",-8.794264451,30.66998642
969,AIT LAHSENE,"-8.339404804,30.84505899,0",-8.339404804,30.84505899
970,TAMSOULT,"-8.479873388,30.84219388,0",-8.479873388,30.84219388
971,BOU GHAZIR,"-8.349229862,30.90822156,0",-8.349229862,30.90822156
972,IMERGUENE,"-8.604504225,30.83554561,0",-8.604504225,30.83554561
973,KSAR AKDIM,"-5.815093264,31.70079925,0",-5.815093264,31.70079925
974,KSAR OUATAB,"-5.816328146,31.70429989,0",-5.816328146,31.70429989
975,OUITKRAZENE,"-8.801134639,30.72488992,0",-8.801134639,30.72488992
976,TALATANE,"-8.897867157,30.89660018,0",-8.897867157,30.89660018
977,AIT YAHIA,"-8.816243575,30.95322736,0",-8.816243575,30.95322736
978,ID AMER OU ALI,"-7.658957988,30.70175556,0",-7.658957988,30.70175556
979,TAMALOUTE,"-7.738509801,30.72474797,0",-7.738509801,30.72474797
980,TIGHARMTE,"-7.652342099,31.09313716,0",-7.652342099,31.09313716
981,TINGHARDA,"-7.887954027,30.86373864,0",-7.887954027,30.86373864
982,TAGADIRTE,"-7.85885622,31.34072948,0",-7.85885622,31.34072948
983,AKHFEROU OU FELLA,"-8.766684021,30.73077974,0",-8.766684021,30.73077974
984,TAMAROUTE,"-8.246204386,30.93108922,0",-8.246204386,30.93108922
985,IGHIL NOUKALEF,"-7.702217757,31.39123958,0",-7.702217757,31.39123958
986,TAGHWACHT,"-8.579850773,30.76786903,0",-8.579850773,30.76786903
987,OUANSKRA,"-7.85917232,31.15363432,0",-7.85917232,31.15363432
988,AMGHRAOUNE,"-8.159159338,31.01256041,0",-8.159159338,31.01256041
989,TADDARTE,"-7.653831081,31.37792202,0",-7.653831081,31.37792202
990,AFZA,"-7.751084002,31.02159135,0",-7.751084002,31.02159135
991,MZGAMMATE,"-7.815647148,30.98365327,0",-7.815647148,30.98365327
992,TIMSSALE AIT YAHIA OUALI,"-7.142541081,31.27349516,0",-7.142541081,31.27349516
993,AMARZWAST,"-7.860685777,31.26159963,0",-7.860685777,31.26159963
994,TISSEKHT NAIT WADIF,"-7.813674872,30.73947231,0",-7.813674872,30.73947231
995,TAWRIRT,"-8.680623929,30.84863857,0",-8.680623929,30.84863857
996,AMZAOUROU,"-7.884992338,30.88216855,0",-7.884992338,30.88216855
997,ASSARAGUE,"-7.825421848,30.96380752,0",-7.825421848,30.96380752
998,ASSIF ZIMER,"-7.738246008,30.69607153,0",-7.738246008,30.69607153
999,TAGHOUGALTE,"-7.987482473,30.88666597,0",-7.987482473,30.88666597
1000,TAMMAJOUTE,"-7.97507081,30.89908704,0",-7.97507081,30.89908704
1001,OUKHRIBENE,"-8.953104694,30.88688285,0",-8.953104694,30.88688285
1002,TAMSALLOUMT,"-8.155746099,30.88350905,0",-8.155746099,30.88350905
1003,AFFALLA NOUFRA,"-8.065345024,30.89351571,0",-8.065345024,30.89351571
1004,BOUGHIOUL,"-8.641682786,30.62484232,0",-8.641682786,30.62484232
1005,ZAOUIAT SIDI ABDELLAH OU MOUSSA,"-8.445809017,30.7019543,0",-8.445809017,30.7019543
1006,LAMKAYAT,"-8.393299154,30.89916656,0",-8.393299154,30.89916656
1007,TANFGUIKHTE,"-8.383759959,30.99359686,0",-8.383759959,30.99359686
1008,TAWYALT,"-8.427497165,30.8058547,0",-8.427497165,30.8058547
1009,AIT TATLALENE,"-7.211779114,31.30413322,0",-7.211779114,31.30413322
1010,,"-7.866496824,31.16181017,0",-7.866496824,31.16181017
1011,RBAT,"-6.199965128,31.42120928,0",-6.199965128,31.42120928
1012,IZLANE,"-8.878162032,30.66621764,0",-8.878162032,30.66621764
1013,ANDIL,"-8.665063451,30.82140643,0",-8.665063451,30.82140643
1014,IMI NEMSSOUNTE,"-7.874846698,30.83488991,0",-7.874846698,30.83488991
1015,AZQUER,"-8.711494788,30.75545747,0",-8.711494788,30.75545747
1016,,"-8.831807748,30.72353503,0",-8.831807748,30.72353503
1017,ANFID,"-7.633762054,31.1173614,0",-7.633762054,31.1173614
1018,ZAOUIAT SIDI BOUZAID,"-8.562048309,30.6989748,0",-8.562048309,30.6989748
1019,KSAR AIT OURIR,"-5.811407484,31.69977526,0",-5.811407484,31.69977526
1020,AGADIR LAKHMASS,"-7.777354396,31.29856999,0",-7.777354396,31.29856999
1021,TILEMSINE,"-7.594675333,30.85293396,0",-7.594675333,30.85293396
1022,TADDARTE,"-7.711929724,31.38988281,0",-7.711929724,31.38988281
1023,TINEGHLAT,"-8.523047647,30.7905266,0",-8.523047647,30.7905266
1024,ZARWOUNE,"-7.534424102,31.26051975,0",-7.534424102,31.26051975
1025,IMIOURMARE,"-8.264395089,31.0950131,0",-8.264395089,31.0950131
1026,TIZOUAL,"-7.794281223,31.01106882,0",-7.794281223,31.01106882
1027,OUGOUGNE,"-7.881414223,30.89421759,0",-7.881414223,30.89421759
1028,AIT OUNABGUI,"-5.889226585,31.69326181,0",-5.889226585,31.69326181
1029,IZHAGUENE,"-5.770655733,31.81149212,0",-5.770655733,31.81149212
1030,AGHLLA,"-8.349724102,30.84322944,0",-8.349724102,30.84322944
1031,AIT YOUBE,"-6.271504631,31.40313875,0",-6.271504631,31.40313875
1032,AITBENAAMER,"-7.385890851,31.37057892,0",-7.385890851,31.37057892
1033,AIT OUZKRI,"-8.247228578,31.18470182,0",-8.247228578,31.18470182
1034,TIZGUE,"-8.253905647,31.173974,0",-8.253905647,31.173974
1035,TIN GHORINE,"-7.880658403,31.15735466,0",-7.880658403,31.15735466
1036,TAMMASTE,"-7.352098981,31.33357149,0",-7.352098981,31.33357149
1037,TANAZRAR,"-8.68532412,30.82046062,0",-8.68532412,30.82046062
1038,AL JAMAANE,"-7.788052951,31.28932274,0",-7.788052951,31.28932274
1039,ARGUE,"-7.868657422,30.99295521,0",-7.868657422,30.99295521
1040,AIT MAALA TAMTMAZER,"-8.29230166,30.84913489,0",-8.29230166,30.84913489
1041,TOULGUINE,"-8.330514439,31.16115856,0",-8.330514439,31.16115856
1042,WAKHAFAMANE,"-8.157667909,31.11273462,0",-8.157667909,31.11273462
1043,AIT CHARRAH,"-8.183103879,31.12976865,0",-8.183103879,31.12976865
1044,IGUER NKOURISSE,"-8.136027925,31.05107317,0",-8.136027925,31.05107317
1045,TAMZMAMANE,"-8.377048856,30.9906389,0",-8.377048856,30.9906389
1046,IGOUNANE,"-8.768267258,30.80777828,0",-8.768267258,30.80777828
1047,IGUARDANE,"-8.252813214,31.15693113,0",-8.252813214,31.15693113
1048,TALMITARTE,"-7.836545699,30.95607216,0",-7.836545699,30.95607216
1049,IMASKER,"-8.622014672,30.84381085,0",-8.622014672,30.84381085
